,index,Wine Type,Country,Final Price,Grape Variety,Rating Score,Wine Name,alcohol_percent,food_pairing,,alcohol_percent_lower,alcohol_percent_upper
210,3208,Red,Italy,89,Nebbiolo,96,Marchesi di Barolo Barolo Cannubi,13-14%,Lamb,,13,14
211,3210,Red,Italy,10.99,Sangiovese,88,Badia a Coltibuono Cetamura Chianti,12-13%,Lamb,,12,13
212,3217,Red,Italy,21.99,Sangiovese,88,Santa Margherita Chianti Classico Riserva,13-14%,Lamb,,13,14
213,3223,Red,New Zealand,19.99,Pinot Noir,90,Mohua Pinot Noir,13-14%,"Duck, Goose and Game Birds",,13,14
214,3226,Red,Spain,37.99,Tempranillo,98,Faustino I Gran Reserva,13-14%,Lamb,,13,14
215,3227,Red,USA,24.99,Bordeaux,92,Robert Hall Meritage Red Blend,14-15%,Lamb,,14,15
216,3233,Red,USA,32.99,Cabernet Sauvignon,91,Atalon Cabernet Sauvignon,13-15%,Beef and Venison,,13,15
217,3239,Red,USA,57.99,Cabernet Sauvignon,95,DAOU Vineyards Reserve Cabernet Sauvignon,14%,Beef and Venison,,14,14
218,3242,Red,USA,71.99,Cabernet Sauvignon,95,Kenwood Artist Series Cabernet Sauvignon,14-16%,Beef and Venison,,14,16
219,3249,Red,USA,57.99,Cabernet Sauvignon,95,Levendi Stagecoach Cabernet Sauvignon,14-15%,Beef and Venison,,14,15
220,3251,Red,USA,9.99,Cabernet Sauvignon,90,Pennywise Cabernet Sauvignon,13-14%,Beef and Venison,,13,14
221,3252,Red,USA,19.99,Cabernet Sauvignon,91,Plungerhead Dry Creek Cabernet Sauvignon,14%,Beef and Venison,,14,14
222,3253,Red,USA,13.99,Cabernet Sauvignon,90,Plungerhead Lodi Cabernet Sauvignon,14%,Beef and Venison,,14,14
223,3256,Red,USA,19.99,Cabernet Sauvignon,90,Rodney Strong Cabernet Sauvignon,13-14%,Beef and Venison,,13,14
224,3263,Red,USA,55.99,Cabernet Sauvignon,91,Stag's Leap Wine Cellars Artemis Cabernet Sauvignon,13-14%,Beef and Venison,,13,14
225,3264,Red,USA,32.99,Cabernet Sauvignon,91,Stag's Leap Wine Cellars Artemis Cabernet Sauvignon ,13-14%,Beef and Venison,,13,14
226,3265,Red,USA,89,Merlot,95,Duckhorn Three Palms Merlot,14%,Lamb,,14,14
227,3273,Red,USA,39.99,Merlot,95,Grgich Hills Merlot,13-15%,Lamb,,13,15
228,3276,Red,USA,11.99,Merlot,91,Leese-Fitch Merlot,13-14%,Lamb,,13,14
229,3282,Red,USA,18.99,Other Red Blends,92,Brassfield Eruption Red Blend,14%,Lamb,,14,14
231,3284,Red,USA,9.99,Other Red Blends,90,Hey Mambo Sultry Red,13-14%,Lamb,,13,14
232,3291,Red,USA,41.99,Pinot Noir,92,Gary Farrell Russian River Pinot Noir,13-14%,"Duck, Goose and Game Birds",,13,14
233,3294,Red,USA,15.99,Zinfandel,88,Brazin Old Vine Lodi Zinfandel,14-15%,Lamb,,14,15
234,3295,Red,USA,11.99,Zinfandel,88,Four Vines Truant Zinfandel,14%,Lamb,,14,14
235,3299,Red,USA,21.99,Pinot Noir,89,A to Z Pinot Noir,13%,Chicken and Turkey,,13,13
236,3305,Red,USA,29.99,Bordeaux,94,Browne Family Vineyards Tribute Red Blend,13%,Beef and Venison,,13,13
237,3311,Red,Australia,10.99,Syrah/Shiraz,88,d'Arenberg Stump Jump Shiraz,14%,Beef and Venison,,14,14
239,3324,Red,France,34.99,Rhone Red Blends,94,Domaine du Gour de Chaule Gigondas Cuvee Tradition,14%,Lamb,,14,14
240,3325,Red,Italy,69.99,Nebbiolo,96,Domenico Clerico Barolo Ciabot Mentin Ginestra,14%,Lamb,,14,14
241,3333,Red,Italy,55.99,Nebbiolo,94,Marcarini Barolo Brunate,13-14%,Lamb,,13,14
242,3342,Red,Italy,219,Bordeaux,97,Tenuta dell'Ornellaia,13-15%,Beef and Venison,,13,15
243,3344,Red,Italy,17.99,Other Red Blends,93,Poggio al Tufo Rompicollo,13%,Beef and Venison,,13,13
244,3347,Red,Italy,99,Sangiovese,95,Antinori Tignanello,12-14%,Beef and Venison,,12,14
245,3348,Red,Italy,23.99,Sangiovese,90,Castellare Chianti Classico,13-14%,Lamb,,13,14
246,3355,Red,Italy,18.99,Sangiovese,89,Castello di Volpaia Chianti Classico,12-14%,Lamb,,12,14
247,3360,Red,Italy,18.99,Sangiovese,89,Fattoria del Cerro Vino Nobile di Montepulciano,13-14%,Beef and Venison,,13,14
248,3363,Red,Italy,23.99,Sangiovese,95,Felsina Chianti Classico Riserva Rancia ,13-14%,Lamb,,13,14
249,3369,Red,Italy,29.99,Sangiovese,92,Fonterutoli Chianti Classico,13-14%,Lamb,,13,14
250,3370,Red,Italy,99,Sangiovese,96,Il Poggione Brunello di Montalcino Riserva,13-15%,Beef and Venison,,13,15
251,3371,Red,Italy,29.99,Other Red Wine,92,Zenato Valpolicella Superiore Ripassa,13-14%,Beef and Venison,,13,14
253,3382,Red,USA,139.99,Bordeaux,94,Dominus Estate,13-15%,Beef and Venison,,13,15
254,3383,Red,USA,49.99,Bordeaux,91,Dominus Napanook Vineyard,13-15%,Beef and Venison,,13,15
255,3389,Red,USA,89.99,Cabernet Sauvignon,92,Beaulieu Vineyard Georges de Latour Private Reserve,14-16%,Beef and Venison,,14,16
256,3397,Red,USA,56.99,Cabernet Sauvignon,93,Chappellet Signature Cabernet Sauvignon,14-15%,Beef and Venison,,14,15
257,3402,Red,USA,114.99,Cabernet Sauvignon,94,Chateau Montelena Estate Cabernet Sauvignon,14%,Beef and Venison,,14,14
258,3412,Red,USA,54.99,Cabernet Sauvignon,90,Hall Napa Valley Cabernet Sauvignon,14-15%,Beef and Venison,,14,15
259,3416,Red,USA,79.99,Cabernet Sauvignon,95,La Jota Howell Mountain Cabernet Sauvignon,14-15%,Beef and Venison,,14,15
260,3424,Red,USA,79.99,Cabernet Sauvignon,94,Mt. Brave Cabernet Sauvignon,14-15%,Beef and Venison,,14,15
261,3431,Red,USA,109,Cabernet Sauvignon,97,Philip Togni Cabernet Sauvignon,12-14%,Beef and Venison,,12,14
262,3435,Red,USA,44.99,Cabernet Sauvignon,92,Robert Craig Cellars Affinity Cabernet Sauvignon,14-15%,Beef and Venison,,14,15
263,3438,Red,USA,44.99,Pinot Noir,93,Joseph Phelps Freestone Vineyards Sonoma Coast Pinot Noir,13-14%,"Duck, Goose and Game Birds",,13,14
264,3439,Red,USA,34.99,Pinot Noir,90,La Crema Russian River Pinot Noir,14-15%,"Duck, Goose and Game Birds",,14,15
265,3442,Red,USA,37.99,Zinfandel,91,Ridge Pagani Ranch Zinfandel,14-15%,Lamb,,14,15
266,3453,Red,Argentina,54.99,Malbec,94,Catena Alta Malbec,13-14%,Beef and Venison,,13,14
267,3454,Red,Argentina,18.99,Malbec,92,Salentein Reserve Malbec,14-15%,Beef and Venison,,14,15
268,3455,Red,Argentina,19.99,Other Red Blends,93,Bodega Noemia de Patagonia A Lisa,13-14%,Lamb,,13,14
269,3458,Red,Australia,73.99,Syrah/Shiraz,94,Penfolds St. Henri Shiraz,13-14%,Beef and Venison,,13,14
270,3460,Red,Australia,19.99,Other Red Blends,89,Yalumba The Scribbler,13-14%,Beef and Venison,,13,14
271,3467,Red,Chile,34.49,Cabernet Sauvignon,93,Morande House of Morande,13-15%,Beef and Venison,,13,15
273,3471,Red,France,9.99,Rhone Red Blends,90,Louis Bernard Cotes du Rhone Villages,13-14%,Lamb,,13,14
275,3478,Red,New Zealand,34.99,Pinot Noir,93,Dog Point Vineyard Pinot Noir,13-14%,Meaty and Oily Fish,,13,14
276,3479,Red,Spain,19.99,Other Red Blends,90,Vina Arnaiz Crianza,13-14%,Lamb,,13,14
277,3480,Red,Spain,26.65,Tempranillo,91,Abadia Retuerta Seleccion Especial,13-15%,Lamb,,13,15
278,3481,Red,USA,49.99,Cabernet Sauvignon,93,Frog's Leap Estate Grown Cabernet Sauvignon,13-14%,Beef and Venison,,13,14
279,3488,Red,USA,49.99,Cabernet Sauvignon,92,Jordan Cabernet Sauvignon,13-14%,Beef and Venison,,13,14
280,3489,Red,USA,18.99,Merlot,92,Frog's Leap Merlot ,12-14%,Lamb,,12,14
281,3492,Red,USA,33.99,Pinot Noir,95,Joseph Jewell Russian River Valley Pinot Noir,13-14%,"Duck, Goose and Game Birds",,13,14
282,3493,Red,USA,18.99,Syrah/Shiraz,91,Qupe Central Coast Syrah,13-14%,Lamb,,13,14
283,3502,Red,USA,16.99,Zinfandel,93,DeLoach Russian River Zinfandel,14-16%,Lamb,,14,16
284,3508,Red,USA,15.99,Zinfandel,91,Frog's Leap Zinfandel ,13-14%,Lamb,,13,14
285,3514,Red,USA,21.99,Zinfandel,91,Quivira Dry Creek Valley Zinfandel,14-15%,Lamb,,14,15
286,3521,Red,USA,49.99,Pinot Noir,93,Adelsheim Elizabeth's Reserve Pinot Noir,13-14%,Chicken and Turkey,,13,14
287,3529,Red,USA,25.99,Pinot Noir,90,Benton Lane Pinot Noir,13-14%,Chicken and Turkey,,13,14
290,3538,Red,USA,19.99,Pinot Noir,90,King Estate Acrobat Pinot Noir,13%,Chicken and Turkey,,13,13
291,3539,Red,USA,29.99,Pinot Noir,93,Willamette Valley Vineyards Estate Pinot Noir,13-14%,Chicken and Turkey,,13,14
292,3540,Red,Argentina,23.99,Bordeaux,93,Bodega Norton Privada,14-15%,Beef and Venison,,14,15
293,3546,Red,Argentina,15.99,Cabernet Sauvignon,90,Bodega Norton Reserve Cabernet Sauvignon,13-14%,Beef and Venison,,13,14
294,3548,Red,Argentina,18.99,Cabernet Sauvignon,90,Tapiz Alta Cabernet Sauvignon,13%,Beef and Venison,,13,13
295,3555,Red,Argentina,19.99,Malbec,91,Catena Malbec,13-14%,Beef and Venison,,13,14
296,3556,Red,Argentina,15.99,Malbec,91,Michel Torino Don David Reserve Malbec,13-14%,Beef and Venison,,13,14
297,3562,Red,Argentina,27.99,Malbec,94,SonVida Malbec,14%,Beef and Venison,,14,14
298,3563,Red,Australia,19.99,Rhone Red Blends,91,d'Arenberg d'Arrys Original Shiraz/Grenache,14-15%,Beef and Venison,,14,15
299,3564,Red,Chile,18.99,Carmenere,92,Vina Ventisquero Carmenere Grey Single Block Trinidad Vineyard,13-14%,Beef and Venison,,13,14
300,3573,Red,Chile,22.99,Other Red Blends,91,Lapostolle Canto de Apalta Red Blend,14-15%,Beef and Venison,,14,15
301,3582,Red,France,97.99,Bordeaux,96,Chateau Beausejour Duffau,14%,Beef and Venison,,14,14
302,3591,Red,France,74.99,Bordeaux,95,Chateau Branaire-Ducru,12-14%,Beef and Venison,,12,14
303,3597,Red,France,39.99,Bordeaux,92,Chateau de Pez,12-14%,Beef and Venison,,12,14
304,3601,Red,France,19.99,Bordeaux,92,Chateau Des Annereaux Lalande de Pomerol,12-14%,Beef and Venison,,12,14
305,3602,Red,France,42.99,Bordeaux,90,Chateau Gloria,12-13%,Beef and Venison,,12,13
306,3611,Red,France,34.99,Bordeaux,93,Chateau Grand Mayne ,12-15%,Beef and Venison,,12,15
307,3619,Red,France,69.99,Bordeaux,91,Chateau Labegorce ,12-14%,Beef and Venison,,12,14
308,3626,Red,France,29.99,Bordeaux,90,Chateau Laffitte Laujac,13-14%,Beef and Venison,,13,14
309,3632,Red,France,77.99,Bordeaux,95,Chateau Leoville Barton,12-14%,Beef and Venison,,12,14
310,3636,Red,France,17.99,Bordeaux,90,Chateau Lyonnat Lussac - Saint Emilion,12-14%,Beef and Venison,,12,14
311,3643,Red,France,79.99,Bordeaux,94,Chateau Magdelaine,12-14%,Beef and Venison,,12,14
312,3649,Red,France,129,Bordeaux,96,Chateau Pontet-Canet,13-14%,Beef and Venison,,13,14
314,3656,Red,France,17.99,Rhone Red Blends,91,Gerard Bertrand Fitou,14%,Lamb,,14,14
315,3660,Red,France,17.99,Rhone Red Blends,90,Gerard Bertrand Syrah-Carignan Minervois,13-14%,Lamb,,13,14
316,3662,Red,France,14.99,Rhone Red Blends,90,Chateau de Segries Cotes du Rhone,14%,Lamb,,14,14
317,3666,Red,France,14.99,Rhone Red Blends,90,Guigal Cotes du Rhone Rouge,13-14%,Lamb,,13,14
318,3667,Red,France,39.99,Rhone Red Blends,93,Tardieu-Laurent Chateauneuf-du-Pape,14%,Lamb,,14,14
319,3668,Red,Italy,19.99,Nebbiolo,90,Damilano Marghe Nebbiolo Langhe,14%,Lamb,,14,14
320,3670,Red,Italy,48.99,Nebbiolo,94,Massolino Barolo,13-14%,Lamb,,13,14
321,3671,Red,Italy,28.99,Sangiovese,95,Felsina Fontalloro ,13-14%,Beef and Venison,,13,14
322,3674,Red,Italy,15.99,Sangiovese,90,Lamole di Lamole Chianti Classico,12-13%,Lamb,,12,13
323,3680,Red,Italy,36.99,Other Red Blends,92,Accordini Igino Le Bessole Amarone della Valpolicella,15%,Beef and Venison,,15,15
324,3684,Red,Italy,19.99,Other Red Blends,90,Allegrini Palazzo della Torre,13-14%,Beef and Venison,,13,14
325,3688,Red,Italy,44.99,Other Red Wine,92,Goretti Sagrantino di Montefalco,14%,Beef and Venison,,14,14
326,3694,Red,Italy,49.99,Other Red Wine,95,Masi Costasera Amarone Classico,14-16%,Beef and Venison,,14,16
327,3695,Red,New Zealand,19.99,Pinot Noir,90,Saint Clair Family Estate Pinot Noir,13-14%,Meaty and Oily Fish,,13,14
328,3700,Red,Spain,48.99,Other Red Blends,92,Marco Abella Mas Mallola,14-15%,Lamb,,14,15
329,3708,Red,USA,8.99,Cabernet Sauvignon,88,Avalon California Cabernet Sauvignon,13-14%,Beef and Venison,,13,14
330,3709,Red,USA,99,Cabernet Sauvignon,94,Groth Reserve Cabernet Sauvignon,14-15%,Beef and Venison,,14,15
331,3715,Red,USA,13.99,Cabernet Sauvignon,88,Noble Vines 337 Lodi Cabernet Sauvignon,14%,Beef and Venison,,14,14
332,3719,Red,USA,19.99,Cabernet Sauvignon,90,Oberon Cabernet Sauvignon,14%,Beef and Venison,,14,14
333,3720,Red,USA,135,Cabernet Sauvignon,93,Quintessa,14-15%,Beef and Venison,,14,15
334,3727,Red,USA,73.99,Cabernet Sauvignon,93,Quintessa ,14-15%,Beef and Venison,,14,15
335,3733,Red,USA,109,Cabernet Sauvignon,95,Raymond Generations Cabernet Sauvignon,14-16%,Beef and Venison,,14,16
336,3737,Red,USA,19.99,Cabernet Sauvignon,89,RouteStock Route 29 Cabernet Sauvignon,13-15%,Beef and Venison,,13,15
337,3738,Red,USA,41.99,Cabernet Sauvignon,93,Stonestreet Estate Cabernet Sauvignon,14-15%,Beef and Venison,,14,15
338,3745,Red,USA,14.99,Merlot,90,Bonterra Organically Grown Merlot,13-14%,Lamb,,13,14
339,3753,Red,USA,15.99,Merlot,91,Rays Station Merlot,14%,Lamb,,14,14
340,3758,Red,USA,10.99,Other Red Blends,91,Bogle Essential Red,13-14%,Lamb,,13,14
341,3759,Red,USA,14.99,Other Red Blends,91,GIFFT by Kathie Lee Gifford Red Blend,13%,Lamb,,13,13
342,3762,Red,USA,23.99,Pinot Noir,93,Byron Santa Maria Pinot Noir,13-15%,Chicken and Turkey,,13,15
343,3763,Red,USA,22.99,Pinot Noir,91,Cambria Julia's Vineyard Pinot Noir,14%,"Duck, Goose and Game Birds",,14,14
344,3769,Red,USA,19.99,Pinot Noir,90,Chateau St. Jean Sonoma Coast Pinot Noir,14%,Lamb,,14,14
345,3777,Red,USA,38.99,Pinot Noir,92,Dutton Goldfield Dutton Ranch Pinot Noir,13-14%,"Duck, Goose and Game Birds",,13,14
346,3778,Red,USA,9.99,Pinot Noir,90,Line 39 Pinot Noir,13-14%,Chicken and Turkey,,13,14
347,3784,Red,USA,19.99,Pinot Noir,90,Reata Three County Pinot Noir,14%,Chicken and Turkey,,14,14
348,3790,Red,USA,19.99,Pinot Noir,90,Rodney Strong Estate Pinot Noir,12-14%,"Duck, Goose and Game Birds",,12,14
349,3793,Red,USA,16.99,Syrah/Shiraz,93,Andrew Murray Tous les Jours Syrah,14%,Lamb,,14,14
351,3796,Red,USA,19.99,Syrah/Shiraz,92,Zaca Mesa Santa Ynez Valley Syrah,13-15%,Lamb,,13,15
352,3803,Red,USA,18.99,Zinfandel,92,Carol Shelton Wild Thing Zinfandel,14-16%,Lamb,,14,16
353,3809,Red,USA,22.99,Zinfandel,90,Decoy Zinfandel,13-14%,Lamb,,13,14
354,3810,Red,USA,15.99,Zinfandel,92,Tierra Divina ZA ZIN,14-15%,Lamb,,14,15
355,3816,Red,USA,39.99,Cabernet Sauvignon,92,L'Ecole 41 Walla Walla Valley Cabernet Sauvignon,14%,Beef and Venison,,14,14
356,3823,Red,USA,24.99,Cabernet Sauvignon,91,Seven Hills Winery Columbia Valley Cabernet Sauvignon,13-14%,Beef and Venison,,13,14
357,3824,Red,USA,17.99,Other Red Blends,91,Pendulum Red Blend,13-14%,Beef and Venison,,13,14
358,3825,Red,USA,15.99,Syrah/Shiraz,90,Barnard Griffin Syrah,13-14%,Beef and Venison,,13,14
359,3827,Red,Argentina,34.99,Bordeaux,92,Achaval-Ferrer Quimera,14%,Beef and Venison,,14,14
360,3834,Red,Argentina,39.99,Bordeaux,94,Tikal Jubilo,14%,Beef and Venison,,14,14
361,3841,Red,Argentina,17.99,Malbec,92,Bodega Norton Malbec Reserva,13-14%,Beef and Venison,,13,14
362,3842,Red,Argentina,33.99,Malbec,93,Luca Malbec,13-14%,Beef and Venison,,13,14
363,3845,Red,Argentina,10.99,Merlot,88,Tilia Merlot,13-14%,Beef and Venison,,13,14
364,3852,Red,Argentina,19.99,Other Red Blends,91,Tikal Patriota,13-14%,Beef and Venison,,13,14
365,3853,Red,Australia,34.99,Cabernet Sauvignon,93,Clarendon Hills Brookman Vineyard Cabernet Sauvignon,14%,Beef and Venison,,14,14
366,3854,Red,Australia,28.99,Cabernet Sauvignon,90,Mollydooker The Maitre D' Cabernet Sauvignon,15-16%,Beef and Venison,,15,16
367,3855,Red,Australia,55.99,Syrah/Shiraz,92,Mollydooker Blue Eyed Boy Shiraz,16%,Beef and Venison,,16,16
368,3862,Red,Australia,13.99,Syrah/Shiraz,90,Wild Oats Shiraz,13-14%,Beef and Venison,,13,14
369,3865,Red,Australia,69.99,Syrah/Shiraz,95,Two Hands Bella's Garden Shiraz,14-16%,Beef and Venison,,14,16
370,3866,Red,Australia,14.99,Bordeaux,90,Greg Norman Estates Limestone Coast Cabernet/Merlot,14%,Beef and Venison,,14,14
371,3872,Red,Australia,16.99,Cabernet Sauvignon,90,Ringbolt Cabernet Sauvignon,13-15%,Beef and Venison,,13,15
372,3878,Red,Australia,39.99,Grenache,95,Clarendon Hills Kangarilla Grenache,14%,Beef and Venison,,14,14
373,3885,Red,Australia,10.99,Rhone Red Blends,89,d'Arenberg Stump Jump Red,14-15%,Beef and Venison,,14,15
374,3891,Red,Australia,44.99,Syrah/Shiraz,95,Clarendon Hills Hickinbotham Vineyard Syrah,14%,Beef and Venison,,14,14
375,3892,Red,Australia,78.99,Syrah/Shiraz,94,Mollydooker Carnival of Love,15-16%,Beef and Venison,,15,16
376,3893,Red,Chile,16.99,Bordeaux,89,Haras Character Cabernet Sauvignon-Carmenere,14-15%,Beef and Venison,,14,15
377,3897,Red,Chile,36.99,Bordeaux,93,Santa Rita Triple C,14%,Beef and Venison,,14,14
378,3900,Red,Chile,18.99,Cabernet Sauvignon,91,Concha y Toro Gran Reserva Serie Riberas Cabernet Sauvignon,12-14%,Beef and Venison,,12,14
379,3907,Red,Chile,23.99,Cabernet Sauvignon,91,Concha y Toro Marques de Casa Concha Cabernet Sauvignon,12-14%,Beef and Venison,,12,14
380,3908,Red,Chile,9.99,Cabernet Sauvignon,89,Veramonte Cabernet Sauvignon,14%,Beef and Venison,,14,14
381,3915,Red,Chile,34.99,Other Red Blends,91,Emiliana Coyam ,14-15%,Beef and Venison,,14,15
382,3924,Red,Chile,13.99,Syrah/Shiraz,90,Vina Bisquertt La Joya Gran Reserva Syrah,14%,Beef and Venison,,14,14
383,3931,Red,France,29.99,Bordeaux,90,Chateau Barde Haut,12-14%,Beef and Venison,,12,14
384,3932,Red,France,59.99,Bordeaux,95,Chateau Monbousquet,12-14%,Beef and Venison,,12,14
385,3939,Red,France,17.99,Rhone Red Blends,90,Gerard Bertrand Grand Terroir Pic Saint Loup,13-14%,Lamb,,13,14
386,3946,Red,France,32.99,Grenache,91,Guigal Gigondas Rouge,13-14%,Lamb,,13,14
387,3954,Red,France,69.99,Rhone Red Blends,93,Chateau de Beaucastel Chateauneuf-du-Pape,13-15%,Lamb,,13,15
388,3955,Red,France,59.99,Rhone Red Blends,95,Vieille Julienne Chateauneuf-du-Pape,14-16%,Lamb,,14,16
389,3961,Red,France,24.99,Syrah/Shiraz,92,Maison Nicolas Perrin Crozes-Hermitage,12-13%,Lamb,,12,13
390,3967,Red,Italy,29.99,Other Red Blends,91,Antinori Guado al Tasso Il Bruciato,13-14%,Beef and Venison,,13,14
391,3972,Red,Italy,12.99,Other Red Blends,90,Di Majo Norante Ramitello Rosso,13-14%,Beef and Venison,,13,14
392,3973,Red,Italy,23.99,Other Red Wine,91,Azienda Bisceglia Aglianico del Vulture Gudarra,13-14%,Lamb,,13,14
394,3987,Red,Italy,16.99,Merlot,90,Castiglion del Bosco Dainero,13%,Beef and Venison,,13,13
395,3993,Red,Italy,21.99,Other Red Blends,90,Antinori Villa Toscana,12%,Beef and Venison,,12,12
396,3994,Red,Italy,11.99,Other Red Blends,88,Frescobaldi Remole Toscana Rosso,12-13%,Beef and Venison,,12,13
397,4000,Red,Italy,14.99,Other Red Blends,90,Il Molino di Grace Il Volano,13-14%,Beef and Venison,,13,14
398,4009,Red,Italy,19.99,Other Red Blends,90,Querciabella Mongrana,13-14%,Beef and Venison,,13,14
399,4012,Red,Italy,229,Other Red Blends,95,Tenuta San Guido Sassicaia,12-14%,Beef and Venison,,12,14
400,4019,Red,Italy,29.99,Sangiovese,91,Avignonesi Vino Nobile di Montepulciano,13-14%,Beef and Venison,,13,14
401,4028,Red,Italy,11.99,Sangiovese,88,Bibi Graetz Casamatta Rosso,12%,Beef and Venison,,12,12
402,4030,Red,Italy,78.99,Sangiovese,96,Caparzo Brunello di Montalcino Riserva,13-14%,Beef and Venison,,13,14
403,4031,Red,Italy,19.99,Sangiovese,91,Castiglion del Bosco Rosso di Montalcino,13-14%,Beef and Venison,,13,14
404,4034,Red,Italy,54.99,Other Red Wine,91,Tedeschi Amarone della Valpolicella,15-16%,Beef and Venison,,15,16
405,4040,Red,Italy,24.99,Other Red Wine,90,Tommasi Ripasso Valpolicella,13-14%,Beef and Venison,,13,14
406,4048,Red,Portugal,19.99,Other Red Blends,93,Churchill's Estates Duoro,13%,Beef and Venison,,13,13
407,4049,Red,South Africa,17.99,Bordeaux,90,Glen Carlou Grand Classique,14%,Beef and Venison,,14,14
408,4050,Red,South Africa,19.99,Bordeaux,91,Mulderbosch Faithful Hound,13-14%,Lamb,,13,14
409,4056,Red,South Africa,29.99,Cabernet Sauvignon,91,Rust en Vrede Cabernet Sauvignon,13-15%,Lamb,,13,15
410,4062,Red,Spain,19.99,Other Red Blends,92,Losada Bierzo,13%,Lamb,,13,13
411,4071,Red,Spain,16.99,Tempranillo,89,Bodegas Volver La Mancha Single Vineyard Tempranillo,14-15%,Lamb,,14,15
412,4080,Red,Spain,14.99,Tempranillo,89,Campo Viejo Reserva Rioja,13%,Lamb,,13,13
413,4083,Red,Spain,19.99,Tempranillo,91,Conde de Valdemar Rioja Inspiracion,14%,Lamb,,14,14
414,4086,Red,Spain,29.99,Tempranillo,92,La Rioja Alta Vina Ardanza Reserva,13-14%,Lamb,,13,14
415,4087,Red,Spain,12.99,Tempranillo,88,Marques de Caceres Rioja Crianza,12-14%,Lamb,,12,14
416,4090,Red,Spain,15.99,Tempranillo,89,Vina Eguia Reserva,13-14%,Lamb,,13,14
417,4096,Red,Spain,18.99,Tempranillo,90,Vina Herminia Rioja Reserva,13-14%,Lamb,,13,14
418,4102,Red,USA,28.99,Cabernet Sauvignon,90,Beringer Knights Valley Cabernet Sauvignon,13-14%,Beef and Venison,,13,14
419,4103,Red,USA,23.99,Merlot,89,Markham Merlot,13-14%,Lamb,,13,14
420,4107,Red,USA,23.99,Other Red Blends,90,Markham Cellar 1879 Napa Valley Red Blend,14%,Beef and Venison,,14,14
422,4115,Red,USA,39.99,Pinot Noir,93,Belle Glos Las Alturas Vineyard Pinot Noir,14-15%,Chicken and Turkey,,14,15
423,4116,Red,USA,49.99,Pinot Noir,91,Goldeneye Anderson Valley Pinot Noir,14%,Chicken and Turkey,,14,14
