,index,Wine Type,Country,Final Price,Grape Variety,Rating Score,Wine Name,alcohol_percent,food_pairing,,alcohol_percent_lower,alcohol_percent_upper
424,4122,Red,USA,22.99,Pinot Noir,88,La Crema Monterey Pinot Noir,13-14%,Chicken and Turkey,,13,14
425,4123,Red,USA,43.99,Zinfandel,93,Seghesio Old Vine Zinfandel,14-16%,Lamb,,14,16
426,4129,Red,USA,27.99,Pinot Noir,92,Adelsheim Pinot Noir,13%,Meaty and Oily Fish,,13,13
427,4130,Red,USA,18.99,Pinot Noir,92,Adelsheim Pinot Noir ,13%,Meaty and Oily Fish,,13,13
428,4131,Red,USA,28.99,Pinot Noir,90,Elk Cove Willamette Valley Pinot Noir,13%,Chicken and Turkey,,13,13
429,4138,Red,USA,33.99,Pinot Noir,90,La Crema Willamette Valley Pinot Noir,13-14%,Chicken and Turkey,,13,14
430,4141,Red,USA,21.99,Pinot Noir,89,Panther Creek Winemaker's Cuvee Pinot Noir,13-14%,Chicken and Turkey,,13,14
431,4149,Red,USA,39.99,Pinot Noir,92,Ponzi Willamette Valley Pinot Noir,13-14%,Chicken and Turkey,,13,14
432,4154,Red,USA,29.99,Pinot Noir,92,Roco Willamette Valley Pinot Noir,12-14%,Chicken and Turkey,,12,14
433,4155,Red,USA,15.99,Cabernet Sauvignon,88,Chateau Ste. Michelle Cabernet Sauvignon,13-14%,Beef and Venison,,13,14
434,4161,Red,USA,12.99,Cabernet Sauvignon,90,Columbia Crest Grand Estates Cabernet Sauvignon,13-14%,Beef and Venison,,13,14
435,4162,Red,USA,14.99,Cabernet Sauvignon,89,Milbrandt Traditions Cabernet Sauvignon,13-14%,Beef and Venison,,13,14
436,4171,Red,USA,24.99,Cabernet Sauvignon,91,Novelty Hill Cabernet Sauvignon,14%,Beef and Venison,,14,14
437,4178,Red,USA,12.99,Merlot,89,Columbia Crest Grand Estates Merlot,13-14%,Beef and Venison,,13,14
438,4185,Red,USA,16.99,Syrah/Shiraz,90,Charles Smith Boom Boom Syrah,13-14%,Beef and Venison,,13,14
439,4191,Red,USA,24.99,Syrah/Shiraz,91,Owen Roe Ex Umbris Syrah,14-15%,Beef and Venison,,14,15
440,4195,Red,Argentina,11.99,Malbec,88,Belasco de Baquedano Llama Malbec,13-14%,Beef and Venison,,13,14
441,4201,Red,New Zealand,17.99,Merlot,91,Maimai Merlot,12-14%,Beef and Venison,,12,14
442,4207,Red,USA,19.99,Bordeaux,91,Francis Ford Coppola Diamond Collection Claret,13-14%,Beef and Venison,,13,14
443,4213,Red,USA,28.99,Cabernet Sauvignon,94,DAOU Vineyards Cabernet Sauvignon,13-14%,Beef and Venison,,13,14
444,4214,Red,USA,41.99,Cabernet Sauvignon,90,Rombauer Cabernet Sauvignon,14%,Beef and Venison,,14,14
445,4215,Red,USA,66.99,Cabernet Sauvignon,90,Silver Oak Alexander Valley Cabernet Sauvignon,13-14%,Beef and Venison,,13,14
446,4216,Red,USA,99.99,Cabernet Sauvignon,92,Silver Oak Napa Valley Cabernet Sauvignon,13-14%,Beef and Venison,,13,14
447,4217,Red,USA,29.99,Cabernet Sauvignon,90,Wine Spots Napa Cabernet Sauvignon,13-14%,Beef and Venison,,13,14
448,4225,Red,USA,59.99,Merlot,95,Emmolo Merlot,14-15%,Lamb,,14,15
449,4227,Red,USA,29.99,Merlot,91,Swanson Oakville Merlot,14-15%,Lamb,,14,15
450,4234,Red,USA,54.99,Merlot,90,Twomey Cellars by Silver Oak Merlot,13-14%,Lamb,,13,14
452,4242,Red,USA,34.99,Pinot Noir,90,Davis Bynum Jane's Vineyard Pinot Noir,14%,"Duck, Goose and Game Birds",,14,14
453,4249,Red,USA,15.99,Zinfandel,88,Cline Ancient Vines Zinfandel,14-15%,Lamb,,14,15
454,4257,Red,USA,19.99,Zinfandel,90,Zinfandelic Sierra Foothills Old Vine Zinfandel,14%,Lamb,,14,14
455,4359,Rose,Australia,9.99,Rosé,92,Angove Family Winemakers Nine Vines Rose,12-13%,Root Vegetables and Squashes,,12,13
456,4365,Rose,France,79.99,Rosé Sparkling Wine,94,Billecart-Salmon Brut Rose,12%,Meaty and Oily Fish,,12,12
457,4371,Rose,France,46.99,Rosé Sparkling Wine,94,Billecart-Salmon Brut Rose ,12%,Meaty and Oily Fish,,12,12
458,4373,Rose,Chile,10.99,Rosé,90,Los Vascos Rose,13%,Meaty and Oily Fish,,13,13
459,4380,Rose,France,44.99,Rosé,90,Miraval Rose ,13%,Salads and Green Vegetables,,13,13
460,4389,Rose,Spain,17.99,Rosé Sparkling Wine,90,Juve Y Camps Rose Brut Cava,12%,Meaty and Oily Fish,,12,12
461,4396,Rose,Australia,10.99,Rosé,90,Innocent Bystander Pink Moscato ,5-6%,White Fish,,5,6
462,4399,Rose,France,15.99,Rosé,88,Domaine de Triennes Rose,12-13%,Tomato-based Dishes,,12,13
463,4405,Rose,USA,8.99,Rosé,88,Bonny Doon Vin Gris de Cigare,12-14%,Chicken and Turkey,,12,14
464,4411,Rose,France,72.99,Rosé Sparkling Wine,91,Veuve Clicquot Rose,10-14%,Meaty and Oily Fish,,10,14
465,4418,Rose,France,19.99,Rosé,92,Domaines Ott Les Domaniers Cotes de Provence Rose,12-14%,Salads and Green Vegetables,,12,14
466,4424,Rose,USA,14.99,Rosé Sparkling Wine,90,Korbel Brut Rose,12%,Meaty and Oily Fish,,12,12
467,4430,Rose,France,68.99,Rosé Sparkling Wine,90,Moet & Chandon Rose Imperial,12-13%,Meaty and Oily Fish,,12,13
468,4433,Rose,France,94.99,Rosé Sparkling Wine,92,Veuve Clicquot Brut Rose,10-14%,Meaty and Oily Fish,,10,14
469,4442,Rose,USA,26.99,Rosé Sparkling Wine,92,Roederer Estate Brut Rose,12%,Meaty and Oily Fish,,12,12
470,4450,Rose,USA,13.99,Rosé,91,Charles & Charles Rose 2014,12%,Meaty and Oily Fish,,12,12
471,4665,Sparkling,France,219.99,Vintage Sparkling Wine,97,Louis Roederer Cristal Brut,12%,"Shellfish, Crab and Lobster",,12,12
472,4671,Sparkling,France,149.99,Vintage Sparkling Wine,95,Veuve Clicquot La Grande Dame,12%,"Shellfish, Crab and Lobster",,12,12
473,4672,Sparkling,South Africa,14.99,Non-Vintage Sparkling Wine,90,Graham Beck Brut Methode Cap Classique,12%,Meaty and Oily Fish,,12,12
474,4674,Sparkling,France,195,Vintage Sparkling Wine,98,Dom Perignon Limited Edition Metamorphosis in Gift Box,12%,Meaty and Oily Fish,,12,12
475,4680,Sparkling,Italy,17.99,Non-Vintage Sparkling Wine,90,Nino Franco Rustico Prosecco,11%,Pork,,11,11
476,4686,Sparkling,Italy,12.99,Non-Vintage Sparkling Wine,88,Zardetto Brut Private Cuvee Prosecco,11-12%,"Shellfish, Crab and Lobster",,11,12
477,4693,Sparkling,Spain,17.99,Non-Vintage Sparkling Wine,92,Bodegas Botani Sparkling Muscat,5-13%,"Shellfish, Crab and Lobster",,5,13
478,4697,Sparkling,France,34.99,Non-Vintage Sparkling Wine,92,Moet & Chandon Imperial ,9-12%,"Shellfish, Crab and Lobster",,9,12
479,4700,Sparkling,Italy,12.99,Non-Vintage Sparkling Wine,91,Menage a Trois Prosecco,12-13%,Lamb,,12,13
481,4710,Sparkling,Italy,14.99,Non-Vintage Sparkling Wine,90,Adami Prosecco Garbel 13,11%,Pork,,11,11
482,4716,Sparkling,Italy,12.99,Non-Vintage Sparkling Wine,88,Mionetto Il Lambrusco,10%,Pork,,10,10
483,4725,Sparkling,Italy,12.99,Non-Vintage Sparkling Wine,88,Valdo Prosecco,11%,Pork,,11,11
484,4730,Sparkling,Spain,11.99,Non-Vintage Sparkling Wine,88,Segura Viudas Aria Brut Cava,11-12%,Manchego and Parmesan,,11,12
485,4733,Sparkling,France,19.99,Non-Vintage Sparkling Wine,90,Lucien Albrecht Cremant d'Alsace Brut,12%,Meaty and Oily Fish,,12,12
486,4736,Sparkling,France,134.99,Non-Vintage Sparkling Wine,97,Laurent-Perrier Grand Siecle,12%,"Shellfish, Crab and Lobster",,12,12
487,4745,Sparkling,Italy,19.99,Non-Vintage Sparkling Wine,90,Berlucchi Cuvee 61 Brut,11-12%,Meaty and Oily Fish,,11,12
488,4752,Sparkling,USA,19.99,Non-Vintage Sparkling Wine,89,Domaine Chandon Blanc de Noirs,12-13%,White Fish,,12,13
489,4758,Sparkling,USA,26.99,Non-Vintage Sparkling Wine,93,Domaine Chandon Etoile,12-13%,"Shellfish, Crab and Lobster",,12,13
490,4761,Sparkling,USA,21.99,Non-Vintage Sparkling Wine,90,Gloria Ferrer Brut,12-13%,"Shellfish, Crab and Lobster",,12,13
491,4765,Sparkling,USA,26.99,Non-Vintage Sparkling Wine,91,J Vineyards & Winery Cuvee 20 Brut,12%,"Shellfish, Crab and Lobster",,12,12
492,4766,Sparkling,USA,18.99,Non-Vintage Sparkling Wine,91,Mumm Napa Cuvee M,12%,Fruit-based Desserts,,12,12
493,4772,Sparkling,USA,14.99,Non-Vintage Sparkling Wine,92,Roederer Estate Brut ,12%,"Shellfish, Crab and Lobster",,12,12
494,4778,Sparkling,France,75.99,Non-Vintage Sparkling Wine,93,Bollinger Brut Special Cuvee,12%,"Shellfish, Crab and Lobster",,12,12
495,4784,Sparkling,France,39.99,Non-Vintage Sparkling Wine,92,Gosset Brut Excellence,12%,"Shellfish, Crab and Lobster",,12,12
496,4785,Sparkling,France,35.99,Non-Vintage Sparkling Wine,92,Mumm Brut Cordon Rouge,12%,"Shellfish, Crab and Lobster",,12,12
497,4786,Sparkling,France,52.99,Non-Vintage Sparkling Wine,91,Perrier-Jouet Grand Brut,12%,"Shellfish, Crab and Lobster",,12,12
498,4787,Sparkling,France,129.99,Non-Vintage Sparkling Wine,90,Veuve Clicquot Brut Yellow Label ,12-14%,"Shellfish, Crab and Lobster",,12,14
499,4790,Sparkling,France,95,Vintage Sparkling Wine,93,Veuve Clicquot Vintage Brut,12-14%,"Shellfish, Crab and Lobster",,12,14
500,4797,Sparkling,Spain,12.99,Non-Vintage Sparkling Wine,87,Freixenet Sparkling Cordon Negro Brut Cava,11-12%,Manchego and Parmesan,,11,12
501,4803,Sparkling,USA,18.99,Non-Vintage Sparkling Wine,91,Mumm Napa Brut Prestige,12%,White Fish,,12,12
502,4809,Sparkling,USA,29.99,Vintage Sparkling Wine,90,Domaine Carneros Brut,12-13%,"Shellfish, Crab and Lobster",,12,13
503,4811,Sparkling,USA,19.99,Vintage Sparkling Wine,91,Gloria Ferrer Brut Royal Cuvee,12-13%,"Shellfish, Crab and Lobster",,12,13
504,4812,Sparkling,USA,18.99,Non-Vintage Sparkling Wine,90,Gruet Blanc de Noirs,12%,White Fish,,12,12
505,4821,Sparkling,USA,15.99,Non-Vintage Sparkling Wine,89,Gruet Brut,12%,Meaty and Oily Fish,,12,12
506,6054,White,Spain,18.99,Albarino,93,Pazo de Barrantes Albarino,12-13%,"Shellfish, Crab and Lobster",,12,13
507,6055,White,USA,38.99,Chardonnay,91,Jordan Chardonnay,13-14%,Mushrooms,,13,14
508,6056,White,Australia,19.99,Semillon,94,Brokenwood Semillon,10-12%,"Shellfish, Crab and Lobster",,10,12
509,6057,White,Australia,25.99,Chardonnay,96,Robert Oatley Finisterre Chardonnay,12-13%,Mushrooms,,12,13
510,6061,White,Australia,16.99,Riesling,95,Pewsey Vale Eden Valley Riesling 2014,10-13%,White Fish,,10,13
511,6067,White,Chile,10.99,Chardonnay,90,Los Vascos Chardonnay,13-14%,Chicken and Turkey,,13,14
512,6073,White,Chile,17.99,Sauvignon Blanc,93,Ritual Casablanca Valley Sauvignon Blanc,12-14%,Salads and Green Vegetables,,12,14
513,6079,White,France,28.99,Sauvignon Blanc,95,Les Hauts de Smith Blanc,12%,Meaty and Oily Fish,,12,12
514,6082,White,Italy,22.99,Pinot Gris/Grigio,92,Terlano Pinot Grigio,13-14%,Chicken and Turkey,,13,14
515,6088,White,New Zealand,14.99,Sauvignon Blanc,90,Forrest Estate The Doctors' Sauvignon Blanc,9%,Goats' Cheese and Feta,,9,9
516,6097,White,Argentina,14.99,Torrontes,92,Domingo Molina Hermanos Torrontes,13-14%,Chilis and Hot Spicy Foods,,13,14
517,6100,White,France,12.99,Other White Blends,90,Domaine Lafage Vin du Pays Cote d'Est,13%,Chicken and Turkey,,13,13
518,6107,White,France,34.99,Sauvignon Blanc,94,Alphonse Mellot Sancerre Blanc Le Moussiere,13%,Meaty and Oily Fish,,13,13
519,6109,White,New Zealand,71.99,Chardonnay,95,Pyramid Valley Lions Tooth Chardonnay,14%,Chicken and Turkey,,14,14
520,6115,White,South Africa,9.99,Chenin Blanc,90,The Royal Chenin Blanc Old Vine Steen,12%,Cheddar and Gruyere,,12,12
521,6122,White,Spain,25.99,Sherry,96,Alvear Pedro Ximinez 1927 ,16%,Cakes and Cream,,16,16
522,6128,White,Spain,27.99,Sherry,96,Emilio Lustau East India Solera,17-20%,Fruit-based Desserts,,17,20
523,6137,White,Spain,16.99,Sherry,93,Emilio Lustau Solera Reserva los Arcos Dry Amontillado Sherry,15-18%,Cheddar and Gruyere,,15,18
524,6144,White,Spain,13.99,Other White Blends,90,Telmo Rodriguez Basa White,12-13%,White Fish,,12,13
525,6147,White,USA,34.99,Chardonnay,91,Beringer Luminus Chardonnay,14%,Mushrooms,,14,14
526,6153,White,USA,29.99,Chardonnay,92,Kendall-Jackson Jackson Estate Camelot Highlands Chardonnay,14%,Mushrooms,,14,14
527,6160,White,USA,24.99,Chardonnay,90,Matanzas Creek Chardonnay,13-14%,Mushrooms,,13,14
528,6163,White,USA,52.99,Chardonnay,94,Newton Unfiltered Chardonnay,12-15%,Mushrooms,,12,15
529,6169,White,USA,34.99,Chardonnay,91,Ramey Russian River Chardonnay,14%,Mushrooms,,14,14
530,6172,White,USA,35.99,Chardonnay,93,Stonestreet Estate Chardonnay,14-15%,Mushrooms,,14,15
531,6178,White,USA,29.99,Other White Blends,90,The Prisoner Wine Company Blindfold,14%,Root Vegetables and Squashes,,14,14
532,6184,White,USA,13.99,Petite Sirah,90,Spellbound Petite Sirah,13-14%,Lamb,,13,14
533,6185,White,New Zealand,17.99,Sauvignon Blanc,91,Goldwater Sauvignon Blanc,12-14%,Goats' Cheese and Feta,,12,14
534,6191,White,Spain,15.99,Albarino,89,Columna Albarino,12%,"Shellfish, Crab and Lobster",,12,12
535,6193,White,Spain,15.99,Albarino,90,Burgans Albarino,12-13%,"Shellfish, Crab and Lobster",,12,13
536,6200,White,Spain,17.99,Albarino,91,La Cana Albarino,12-14%,"Shellfish, Crab and Lobster",,12,14
537,6206,White,Spain,14.99,Albarino,91,Pazo de Galegos Albarino,12%,"Shellfish, Crab and Lobster",,12,12
539,6219,White,USA,62.99,Chardonnay,91,Rochioli Chardonnay,14%,Mushrooms,,14,14
540,6226,White,Germany,12.99,Riesling,90,August Kesseler R Riesling Kabinett,10-11%,Fruit-based Desserts,,10,11
541,6232,White,Italy,19.99,Other White Blends,90,Feudi di San Gregorio Fiano di Avellino,12-13%,White Fish,,12,13
542,6239,White,Italy,17.99,Pinot Gris/Grigio,90,Pighin Pinot Grigio,12-14%,White Fish,,12,14
543,6240,White,New Zealand,14.99,Riesling,92,Forrest Estate The Doctors' Riesling,8-9%,White Fish,,8,9
544,6246,White,USA,19.99,Chardonnay,90,Gundlach Bundschu Chardonnay,13-15%,Mushrooms,,13,15
546,6261,White,USA,12.99,Chardonnay,90,Moobuzz Monterey Chardonnay,13-14%,Mushrooms,,13,14
547,6263,White,USA,31.99,Chardonnay,89,Stag's Leap Wine Cellars KARIA Chardonnay,13-14%,Mushrooms,,13,14
548,6271,White,USA,23.99,Chardonnay,90,William Hill Napa Valley Chardonnay,13-15%,Mushrooms,,13,15
549,6277,White,USA,12.99,Petite Sirah,92,The Crusher Petite Sirah,13-14%,Lamb,,13,14
550,6278,White,USA,15.99,Pinot Blanc,91,Valley of the Moon Pinot Blanc,13-14%,Root Vegetables and Squashes,,13,14
551,6281,White,USA,29.99,Sauvignon Blanc,90,Grgich Hills Fume Blanc,13-14%,Salads and Green Vegetables,,13,14
552,6285,White,USA,19.99,Sauvignon Blanc,91,Matanzas Creek Sauvignon Blanc,13-14%,Salads and Green Vegetables,,13,14
553,6294,White,USA,10.99,Sauvignon Blanc,91,Matanzas Creek Sauvignon Blanc ,13-14%,Salads and Green Vegetables,,13,14
554,6302,White,USA,19.99,Sauvignon Blanc,90,Schug Sauvignon Blanc,13-14%,Salads and Green Vegetables,,13,14
555,6309,White,USA,13.99,Viognier,88,Bonterra Organically Grown Viognier,13-14%,Root Vegetables and Squashes,,13,14
556,6317,White,USA,17.99,Riesling,92,Chateau Ste. Michelle Cold Creek Vineyard Riesling,12%,Pork,,12,12
557,6318,White,France,54.99,Chardonnay,89,Louis Jadot Chassagne-Montrachet,13%,Chicken and Turkey,,13,13
558,6321,White,France,29.99,Chardonnay,89,William Fevre Chablis Domaine,12-13%,"Shellfish, Crab and Lobster",,12,13
560,6332,White,USA,28.99,Chardonnay,93,Dierberg Chardonnay,13-15%,Mushrooms,,13,15
561,6340,White,USA,25.99,Chardonnay,92,Melville Estate Chardonnay,13-15%,Mushrooms,,13,15
562,6347,White,Chile,17.99,Sauvignon Blanc,91,Errazuriz Max Reserva Sauvignon Blanc,13-14%,Salads and Green Vegetables,,13,14
563,6353,White,Chile,10.99,Sauvignon Blanc,90,Los Vascos Sauvignon Blanc 2014,13-14%,Salads and Green Vegetables,,13,14
564,6359,White,Chile,18.99,Sauvignon Blanc,91,Vina Maipo Vitral Sauvignon Blanc,12-13%,Salads and Green Vegetables,,12,13
565,6363,White,South Africa,14.99,Chenin Blanc,90,Badenhorst Secateurs Chenin Blanc,13-17%,Cheddar and Gruyere,,13,17
566,6369,White,USA,45.99,Chardonnay,93,Flowers Sonoma Coast Chardonnay,13-14%,Mushrooms,,13,14
567,6370,White,USA,23.99,Chardonnay,90,Landmark Overlook Chardonnay,14-15%,Mushrooms,,14,15
568,6375,White,USA,23.99,Chardonnay,94,Thomas Fogarty Santa Cruz Mountains Chardonnay,13-14%,Mushrooms,,13,14
569,6378,White,USA,10.99,Petite Sirah,89,Bogle Petite Sirah,13-14%,Lamb,,13,14
570,6385,White,USA,19.99,Petite Sirah,94,Parducci True Grit Petite Sirah,14%,Lamb,,14,14
571,6386,White,USA,39.99,Petite Sirah,91,Stags' Leap Winery Petite Sirah,13-14%,Lamb,,13,14
572,6392,White,USA,16.99,Pinot Gris/Grigio,90,Erath Pinot Gris,12-14%,Cheddar and Gruyere,,12,14
573,6400,White,Austria,17.99,Gruner Veltliner,90,Loimer Lois Gruner Veltliner,11-12%,White Fish,,11,12
574,6408,White,France,19.99,Bordeaux,91,Chateau Couhins Blanc,12%,Meaty and Oily Fish,,12,12
575,6414,White,France,67.99,Chardonnay,94,Chateau Fuisse Les Combettes Pouilly-Fuisse,13-14%,Chicken and Turkey,,13,14
576,6416,White,France,31.99,Chardonnay,93,Simonnet-Febvre Chablis Premier Cru Vaillons,13-14%,"Shellfish, Crab and Lobster",,13,14
577,6419,White,France,31.99,Sauvignon Blanc,90,Chateau de Sancerre,13%,Meaty and Oily Fish,,13,13
578,6427,White,Greece,17.99,Other White Wine,90,Boutari Moschofilero,11-12%,"Shellfish, Crab and Lobster",,11,12
579,6434,White,New Zealand,18.99,Sauvignon Blanc,90,Nautilus Sauvignon Blanc,12-14%,Goats' Cheese and Feta,,12,14
580,6440,White,New Zealand,13.99,Sauvignon Blanc,90,Wither Hills Sauvignon Blanc,12-14%,Goats' Cheese and Feta,,12,14
581,6446,White,USA,19.99,Chardonnay,91,DeLoach Russian River Chardonnay,13-14%,Mushrooms,,13,14
582,6452,White,USA,15.99,Chardonnay,90,Rutherford Ranch Chardonnay,13-14%,Mushrooms,,13,14
583,6453,White,USA,15.99,Chardonnay,90,Wente Morning Fog Chardonnay,13-14%,Mushrooms,,13,14
584,6455,White,USA,26.99,Petite Sirah,92,Michael David Winery Earthquake Petite Sirah,15-16%,Lamb,,15,16
585,6461,White,USA,24.99,Sauvignon Blanc,92,Hall Napa Valley Sauvignon Blanc,14-15%,Salads and Green Vegetables,,14,15
586,6467,White,USA,14.99,Sauvignon Blanc,89,Honig Sauvignon Blanc,13-14%,Salads and Green Vegetables,,13,14
587,6470,White,USA,19.99,Sauvignon Blanc,91,Merryvale Starmont Sauvignon Blanc,13-14%,Salads and Green Vegetables,,13,14
588,6476,White,USA,19.99,Pinot Gris/Grigio,90,WillaKenzie Estate Pinot Gris,13-14%,Cheddar and Gruyere,,13,14
589,6480,White,USA,14.99,Riesling,89,Willamette Valley Vineyards Riesling,8-10%,Fruit-based Desserts,,8,10
590,6483,White,USA,14.99,Chardonnay,90,Boomtown by Dusted Valley Chardonnay,12-14%,Pork,,12,14
591,6486,White,USA,15.99,Chenin Blanc,92,L'Ecole 41 Chenin Blanc,13-14%,Goats' Cheese and Feta,,13,14
592,6487,White,USA,12.99,Pinot Gris/Grigio,89,Chateau Ste. Michelle Pinot Gris,12-14%,Cheddar and Gruyere,,12,14
593,6493,White,USA,10.99,Riesling,88,Pacific Rim Riesling,11-12%,Pork,,11,12
594,6502,White,USA,21.99,Riesling,93,Poet's Leap Riesling,12-13%,Pork,,12,13
595,6508,White,USA,16.99,Sauvignon Blanc,90,Chateau Ste. Michelle Horse Heaven Vineyard Sauvignon Blanc,12-14%,Goats' Cheese and Feta,,12,14
596,6514,White,Argentina,18.99,Chardonnay,89,Catena Chardonnay,13-14%,Chicken and Turkey,,13,14
597,6519,White,Australia,10.99,Chardonnay,89,Shoofly Chardonnay,13-14%,Mushrooms,,13,14
598,6528,White,Australia,14.99,Chardonnay,90,Wild Oats Chardonnay,12-13%,Mushrooms,,12,13
599,6534,White,Chile,11.99,Sauvignon Blanc,88,Concha y Toro Casillero del Diablo Sauvignon Blanc,12-13%,Salads and Green Vegetables,,12,13
600,6540,White,France,19.99,Gewurztraminer,90,Trimbach Gewurztraminer,13-14%,"Duck, Goose and Game Birds",,13,14
601,6547,White,France,19.99,Rhone White Blends,90,Michel Gassier Costieres de Nimes Nostre Pais White,13-14%,Chicken and Turkey,,13,14
602,6550,White,France,17.99,Chenin Blanc,91,Guy Saget Vouvray Marie de Beauregard,11-12%,Chicken and Turkey,,11,12
603,6556,White,Italy,21.99,Muscat,89,Ceretto Santo Stefano Moscato d'Asti,5-6%,"Shellfish, Crab and Lobster",,5,6
604,6557,White,New Zealand,22.99,Sauvignon Blanc,90,Astrolabe Province Sauvignon Blanc,13-14%,Goats' Cheese and Feta,,13,14
605,6558,White,New Zealand,17.99,Sauvignon Blanc,90,Saint Clair Family Estate Sauvignon Blanc,12-13%,Goats' Cheese and Feta,,12,13
606,6564,White,South Africa,18.99,Chardonnay,90,De Wetshof Bon Vallon Chardonnay,13-14%,Cheddar and Gruyere,,13,14
607,6565,White,South Africa,15.99,Sauvignon Blanc,90,Bayten Buitenverwachting Sauvignon Blanc,13%,Goats' Cheese and Feta,,13,13
608,6571,White,Spain,14.99,Other White Blends,90,Cune Monopole,12-14%,Chicken and Turkey,,12,14
609,6577,White,USA,24.99,Sauvignon Blanc,90,Round Pond Sauvignon Blanc,14%,Salads and Green Vegetables,,14,14
610,6578,White,USA,18.99,Pinot Gris/Grigio,90,Solena Estate Pinot Gris,13%,Cheddar and Gruyere,,13,13
611,6580,White,USA,24.99,Viognier,90,K Vintners Viognier,13-14%,Pork,,13,14
612,6583,White,Chile,7.99,Chardonnay,89,La Playa Estate Un-Oaked Chardonnay 2014,13-14%,Chicken and Turkey,,13,14
613,6589,White,Italy,13.99,Pinot Gris/Grigio,90,Masi Masianco Pinot Grigio/Verduzzo,12-13%,White Fish,,12,13
614,6591,White,New Zealand,14.99,Sauvignon Blanc,90,Yealands Sauvignon Blanc 2014,12-13%,Goats' Cheese and Feta,,12,13
615,6597,White,USA,29.99,Chardonnay,90,Pine Ridge Dijon Clone Carneros Chardonnay,13-15%,Mushrooms,,13,15
616,6601,White,USA,19.99,Chardonnay,90,Rodney Strong Chalk Hill Chardonnay,13-14%,Mushrooms,,13,14
617,6607,White,USA,15.99,Sauvignon Blanc,91,Rodney Strong Charlotte's Home Sauvignon Blanc,13-14%,Salads and Green Vegetables,,13,14
